record_id,altitude,wildlife_struck_actual,effect_impact,effect_damage,flight_date,phase_of_flight,conditions_sky,remains_collected,remains_sent,remarks,wildlife_id,warning,cost,injuries
236767,1,2,None,Cause damage,11/10/2005,Climb,No Cloud,0,0,"IT WAS THOUGHT THAT ADG DEPLOYED, BUT AFTER POWER AND REDUCTION VIGRATION AND NOISE REDUCED AND LARAGE DIFFERENCE BTWN RT AND L ENG INDICATIONS NOTED. NO DMG TO RT WING. BENT N1 FAN BALDES NOTED IN RT ENG.",0,0,0,0
240813,0,3,None,No damage,11/10/2005,Approach,No Cloud,0,0,,5,0,0,0
237727,0,10,None,No damage,11/12/2005,Approach,Overcast,0,0,NO ABNORMAL ENG INDICATIONS.,5,0,0,0
236084,0,9,None,No damage,11/14/2005,Landing Roll,No Cloud,0,0,1 BIRD STRIKE FOUND ON RT WING LE AND ONE ON BOTTOM OF L INBD FLAP.,0,0,0,0
242244,1,10,Precautionary Landing,Cause damage,11/15/2005,Approach,Overcast,0,0,,11,1,18741,0
241430,0,3,None,No damage,11/17/2005,Landing Roll,No Cloud,0,0,SAW BIRDS FLY ACROSS RWY IN FLARE. IT LOOKED LIKE 2 HIT THE #4 ENG. COST IS FOR 1 HR INSPN.,5,0,53,0
233057,0,5,None,No damage,11/24/2005,Approach,No Cloud,0,0,ENCOUNTERED A FLOCK OF 25-50 STARLING-SIZED BIRDS A THEY WERE TAKING OFF FROM APCH END OF RWY 35.(NOTE: MSP DOES NOT HAVE A 35) 1 HIT THE F/O FWD WINDOW NEAR BOTTOM CENTER. 1 HIT RADOME. LANDING UNEVENTFUL.,5,1,0,0
236997,0,6,None,No damage,11/25/2005,Approach,Overcast,0,0,2 CARCASSES FOUND ON RWY.,91,1,0,0
233148,0,6,None,No damage,11/27/2005,Approach,Some Cloud,0,0,ATIS WARNING ONLY. PILOT BELIEVES THERE WAS NO DMG.,0,0,0,0
240647,0,4,None,No damage,11/27/2005,Approach,Some Cloud,0,0,"WE SAW LRG FLOCK OF SMALL BLACK BIRDS, SUSPECT STARLINGS, RISE FROM TREES ON APCH END OF RWY DIRECTLY INTO OUR FLT PATH. HIT 2 BIRDS.",2,0,0,0
242632,0,5,None,No damage,11/30/2005,Approach,No Cloud,0,0,BELIEVED TO BE STARLINGS. NO REMAINS FOUND.,5,1,0,0
237710,0,7,Aborted Take-off,No damage,11/30/2005,Take-off run,Overcast,0,0,NO DMG.,22,0,0,0
235242,0,7,Aborted Take-off,No damage,12/4/2005,Take-off run,No Cloud,0,0,SPARROW TYPE BIRD. AIRLINE DID NOT REPORT ANY DMG OR OTHER PERTINENT INFO TO ARPT. RETD TO GATE.,5,1,0,0
239526,1,5,None,Cause damage,12/12/2005,Approach,No Cloud,0,0,"HIT LRG FLOCK OF BIRDS OVER DIALS INTXN (OVER WATER) FIRST REPTD AS GULLS. . ID BY SMITHSONIAN, FAA  1339 & 1350. ALL ENG INDICATIONS NORMAL. LRG DENTS ON NOSE, LE OF L WING AND LE OF L ENG NOSE COWL. BIRDS WERE INGESTED IN BOTH ENGS.  BORESCOPED. BOTH EN",15,0,0,0
235062,0,3,None,No damage,12/13/2005,Landing Roll,No Cloud,0,0,"ATIS WARNING. BIRDS FIRST REPTD AS ""SANDPIPERS?"" 3 STARLINGS FOUND ON RWY BY OPS.",2,1,0,0
239749,0,2,None,No damage,12/14/2005,Approach,No Cloud,0,0,HIT BIRD ON 2-MILE FINAL. BIRD REMAINS NOTED BUT DMG UNCERTAIN UNTIL MX COMPLETED. WS BIOL HAD NO INFO ON SPECIES. HIT.,0,1,0,0
241614,0,3,None,No damage,12/14/2005,Approach,No Cloud,0,0,"OPS WAS TRYING TO REMOVE THE BIRDS FROM APCH END OF RWY WHEN FLT 376 WAS INBOUND. OPS CEASED EFFORTS TO REMOVE BIRDS WHILE A/C WAS ON SHORT FINAL, CAUSING THEM TO FLY BACK INTO APCH PATH. 3 TREE SWALLOWS WERE HIT. 1 ON L WING AND 2 ON RT WING.",357,1,59,0
238217,0,10,None,No damage,12/19/2005,Approach,Some Cloud,0,0,NO VISIBLE MARKS ON AIRFRAME OR ENG.,1,0,0,0
241128,0,9,None,No damage,12/20/2005,Approach,No Cloud,0,0,SML FLOCK OF PIGEON TYPE BIRDS ON RWY AS WE FLARED. THEY DISPERSED AND WE HIT 4-5.,5,1,0,0
237123,1,6,None,Cause damage,12/20/2005,Approach,Overcast,0,0,"NOSE GEAR HIT, Cause FLUID LEAK COWLING DENTED ON RT ENG. SOME BIRDS INGESTED. FINAL APCH. (DATA ENTRY NOTE: DAILY REPT SAID NO REPTD DMG)",31,1,0,0
235625,0,4,None,No damage,12/20/2005,Landing Roll,Some Cloud,0,0,"JUST AS A/C TOUCHED DOWN, ABOUT 10-12 STARLING-SIZED BIRD CROSSED RWY I FRONT OF A/C. 1 HIT JUST ABOVE THE WINDSCREEN NEAR CENTER WINDSHLD POST. TWR WAS ADVISED AFTER CLEARING THE RWY. MX INSPN. SIGNED OFF LOGBOOK. A/C WAS TURNED OVER TO NEXT CREW.",5,1,0,0
237298,0,3,None,No damage,12/21/2005,Approach,No Cloud,0,0,2 CARCASSES FOUND.,91,1,0,0
237307,0,5,None,No damage,12/23/2005,Approach,Overcast,0,0,NO REMAINS AVAILBLE FOR ID,0,1,0,0
239095,0,2,None,No damage,12/24/2005,Take-off run,No Cloud,0,0,VERY SML BIRDS.,5,1,0,0
232371,0,8,Aborted Take-off,No damage,12/26/2005,Take-off run,Overcast,0,0,"NO VIZ DMG, LOTS OF BLOOD",5,0,0,0
235148,0,6,None,No damage,12/27/2005,Take-off run,Some Cloud,0,0,FLOCK OF SML BIRDS HIT NOSE ABOUT 5 KNOTS BEFORE V1. WE HEARD SEVERAL SML IMPACTS. FLT CONTD TO HNL. NO APPARENT DMG.,5,0,0,0
241544,1,10,None,No damage,12/28/2005,Approach,Some Cloud,0,0,"TWO REPORTS FILED BY SAME PERON A FEW DAYS APART. ONE SHOWS FUSELAGE WAS HIT THE OTHER, NOSE. (ASSUME CANADA GOOSE FROM DATE AND LOCATION)",11,0,0,0
236721,0,4,None,No damage,12/28/2005,Landing Roll,Overcast,0,0,FLEW CREW WAS UNAWARE OF STRIKE UNTIL FEATHERS WERE SEEN IN #1 ENG ON WALK AROUND. ARPT OPS FOUND 6 CARCASSES ON RWY ABOUT 6300 FT FORM LANDING THRESHOLD. 4 WERE INTACT AND 2 PARTIAL. MX FOUND SEVERAL SML BODY PARTS & FEATHERS IN ENG. NO DMG. (AIRLINE REP,1670,0,0,0
238638,0,3,Aborted Take-off,Cause damage,12/30/2005,Take-off run,Overcast,0,0,"LRG FLOCK OF SML BIRDS HIT DURING T/O ROLL RESULTING IN SEVERE DMG TO L ENG. INTAKE FAN DMG. REPLACED  NOSE COWL, AND C-1 AND C-2 HUB AND BLADE ASSEMBLIES. A/C WAS SUBSTITUTED TO HANDLE FLT TO TPA. 1 HR 35 MIN DELAY.AN EASTERN MEADOWLARK WAS FOUND BY ARFF",107,0,0,0
239509,0,2,None,No damage,12/30/2005,Take-off run,No Cloud,0,0,2 BIRDS HIT AT ROTATION. NO DMG. NO ATC INVOLVEMENT,0,0,0,0
235272,0,9,None,No damage,12/31/2005,Take-off run,Overcast,0,0,POSSIBLE BIRDSTRIKE REPTD BY AIRLINE TO ATCT. OPS FOUND 2 SNOW BUNTING CARCASSES ON RWY CENTERLINE AT INTXN OF TWY H. UNKN IF DMG.,218,1,0,0
236759,0,8,None,No damage,12/31/2005,Take-off run,Overcast,0,0,"ID BY SMITHSONIAN, FAA 1378. HIT SEVERAL BIRDS. FLT CONTD.  BIRD FIRST REPTD AS AMERICAN PIPIT.",28,0,0,0
241961,0,4,Precautionary Landing,No damage,1/6/2006,Climb,No Cloud,0,0,"PILOT REPTS, ""AFTER STRIKING BIRDS RT ENG BEGAN SURGING SUBSTANTIALLY WITH TORQUE AND PROP RPM FLUCTUATIONS. SURGING DID NOT STOP, CONTD UNTIL SHUTDOWN."" STRIKE ALSO REPTD ON HOTLINE, BUT INFO WAS DIFFERENT. NOSE WAS STRUCK ON APCH. SAME FLT NUMBER.",2,1,0,0
243464,0,8,None,No damage,1/6/2006,Take-off run,No Cloud,0,0,5 BIRDS REMOVED BY ARPT OPS,5,1,0,0
235045,0,7,None,No damage,1/8/2006,Approach,Overcast,0,0,HIT BIRD ON FINAL APCH.NO DMG. FLT CONTD AFTER MX INSPN AND DOCUMENTATION.,5,1,0,0
241173,0,6,Precautionary Landing,Cause damage,1/8/2006,Climb,Some Cloud,0,0,"1 BIRD WAS INGESTED, 8 BLADES DAMAGED. 2 BIRDS HIT LE OF WING OTBD OF #2 ENG. SOFTBALL SIZED DENT. ID BY SMITHSONIAN. (DATA ENTRY NOTE: SOME REPORTS SAID A/C WAS B737)",679,0,0,0
238989,0,4,Precautionary Landing,No damage,1/9/2006,Climb,Overcast,0,0,"2 MI WEST OF ARPT HIT UNKN SPECIES, SIZE & # OF BIRDS. ESTIMATE 6 STRIKES ON TOP OF FUSELAGE. AT LEAST 1 WENT THRU #2 ENG.. PAX SAW FLAME. STRIKES SOUNDED LOUD TO PILOT. RETD TO BDL LANDED SAFELY. A/C FERRIED TO MDW WITH NO DMG.",0,0,0,0
241747,0,9,None,No damage,1/11/2006,Landing Roll,Overcast,0,0,"PILOT REPTD STRIKING 2 BIRDS NEAR THE 2,000 FT MARKER. HIT JUST ABOVE WINDSHLD. NO APPARENT DMG.",0,0,0,0
239065,0,7,None,No damage,1/16/2006,Landing Roll,Some Cloud,0,0,PILOT REPTD STRIKING SEVERAL BIRDS ON RWY. INSPN FOUND REMAINS NEAR H10 INTXN.,168,1,0,0
233327,0,6,None,No damage,1/16/2006,Approach,Overcast,0,0,INSPN. NO DMG OR DOWN TIME. 3 BIRDS HIT.,91,1,0,0
236730,0,3,None,No damage,1/18/2006,Landing Roll,No Cloud,0,0,"3 CONFIRMED STRIKES, RADOME, LEFT LE AND #2 END/COLD SECTION",5,0,0,0
238499,0,6,None,No damage,1/19/2006,Approach,Some Cloud,0,0,ATIS WARNING.,0,1,0,0
238384,0,9,None,No damage,1/19/2006,Approach,No Cloud,0,0,BIRDSTRIKE ON SHORT FINAL.,5,0,0,0
236289,0,2,None,No damage,1/19/2006,Take-off run,Overcast,0,0,A/C DEPTD TO JAC AND WILL CONTACT FAA TWR AT SLC UPON LDG. (UNKN IF DMG),168,1,0,0
236314,0,9,None,No damage,1/19/2006,Landing Roll,Overcast,0,0,"SML FLOCK WAS FLYING LOW OVER RWY 1000-1500 FT FROM THRESHOLD.HIT TOP OF VERT STABIL AND L WINDSCREEN. RWY WAS CLEARED OF DEBRIS. PILOT REPTD BIRDS AS PROBABLY SANDPIPERS, BUT ARPT OPS FOUND HORNED LARKS.",168,1,0,0
235986,0,5,None,No damage,1/24/2006,Landing Roll,No Cloud,0,0,"DURING LDG FLARE, ENCOUNTERED FLOCK OF SML BIRDS. HAD A COUPLE OF STRIKES. CLEANED REMAINS. 1 MAN HR. HIT LWR RADOME, L INBD FLAP AND RT OTBD LE SLAT.",1688,1,0,0
237050,0,4,None,No damage,1/25/2006,Take-off run,Some Cloud,0,0,ARPT BIOL RECEIVED  NO INFO ON THIS STRIKE,0,1,0,0
234045,0,9,None,No damage,1/26/2006,Approach,No Cloud,0,0,FLOCK OF SML BLACK BIRDS. PILOT SAID PITOT TUBE MAY BE CLOGGED OR DMGD BY BIRD BUT DID NOT WANT OT GIVE ANY OTHER INFO. OR NAME. ARPT MGT NOTIFIEID. PILOT LATER CALLED ATCT TO REPT NO DMG.,5,0,0,0
238494,0,4,None,Cause damage,1/29/2006,Approach,Overcast,0,0,"FLOCK FLEW FROM RT TO LEFT. HIT L WING JUST L OF #1 ENG. AND ON UNDERSIDE OF FLAPS. LEADING EDGE OF WING DENTED 1.5 - 2"" AND 1/2 "" DEEP. DMG WITHIN LIMITS.  BLOOD SAMPLE TAKEN OFF WING. PILOT REPTD DUCKS OR GEESE. 3 HITS. EVENT 7742. BORESCOPED L ENG. SLC",11,1,0,0
233229,0,7,None,No damage,1/30/2006,Approach,Some Cloud,0,0,SPARROW-LIKE BIRDS.,5,1,0,0
240020,0,9,None,No damage,1/31/2006,Landing Roll,Some Cloud,0,0,PILOT REPTD NO DMG.,5,1,0,0
239136,0,5,None,No damage,2/1/2006,Landing Roll,Some Cloud,0,0,REMAINS FOUND JUST W OF TWY B/CI INTXN. BIRD HIT JUST BELOW F/O'S WINDOW. PERFORMED BIRDTRIKE INSPN AND FOD INSPN.,168,1,0,0
239014,0,9,None,Cause damage,2/3/2006,Approach,Overcast,0,0,"HIT 2 GULLS DMGD RT WING LE. DENT 8-12 "" LONG AND 2-4 "" DEEP.",59,1,34226,0
239423,0,4,None,No damage,2/9/2006,Landing Roll,Some Cloud,0,0,,5,0,0,0
240361,1,7,None,No damage,2/13/2006,Approach,No Cloud,0,0,"# STRUCK NOT REPTD, ASSUME 2-10, SAME AS # SEEN. MX FOUND NO EVIDENCE OF STRIKE.",0,1,0,0
240488,0,9,None,No damage,2/17/2006,Landing Roll,No Cloud,0,0,"SAW 3-4 BIRD JUST AFTER T/D. ABOUT 1500-2000 FT DOWN RWY. I HEARD A LIGHT THUD IN COCKPIT. PULLED OFF RWY & TAXIED IN.  ALL ENG & A/C SYSTEMS NORMAL. 1 BIRD HIT L NOSE, BLOOD SPOT SEEN.  ). A/C = EMB 140. PILOT WAS GIVEN 5200-7 FORM.",5,0,0,0
243656,0,5,None,No damage,2/17/2006,Landing Roll,No Cloud,0,0,HIT AT LEAST 2 HORNED LARKS. RT MAIN LDG GEAR AND RT FLAPS. REMAINS COLLECTED FROM RWY & FROM A/C.,168,1,0,0
243655,0,6,None,No damage,2/17/2006,Climb,No Cloud,0,0,FOUND 6 CARCASSES ON RWY. BLOOD & FEATHERS ON RT WING.,2,0,0,0
241414,0,4,None,No damage,2/18/2006,Landing Roll,Some Cloud,0,0,"NO DMG REPTD. 1 SMUDGE FOUND ON RADOME. 4 REMANS RECOVERED FROM RWY. ID BY SMITHSONIAN, FAA 1386.",47,0,0,0
242285,0,8,None,No damage,2/19/2006,Landing Roll,Overcast,0,0,HIT ABOUT 8 HORNED LARKS IN LDG FLARE. . NO DMG. ARPT CAST 06-10422 PILOT REPTD BIRDS AS COMMON SPARROWS.,168,1,0,0
237111,0,4,None,No damage,2/24/2006,Approach,No Cloud,0,0,HIT A FLOCK OF PIGEONS. NO DMG REPTD.,1,0,0,0
237863,0,6,None,No damage,3/2/2006,Landing Roll,Some Cloud,0,0,,91,1,0,0
239339,0,10,None,Cause damage,3/6/2006,Approach,No Cloud,0,0,"PILOT REPTD SEEING A FLASH AT 700 FT. 1 BIRD ENTERED GAS PATH OF L ENG, OTHER IMPACTED L WING FLAP.",5,0,1027,0
237776,0,7,None,No damage,3/7/2006,Approach,Some Cloud,0,0,"DURING THE FLARE, F/O SAW FLOCK OF BIRDS MOVE TWD A/C. HE CALLED, ""BIRDS"" THEN WE FELT MULTIPLE STRIKES. REPTD TO TWR. FOUND REMAINS OF 6 BIRDS.",1,0,0,0
239435,0,7,None,No damage,3/17/2006,Approach,Some Cloud,0,0,,5,0,0,0
238802,0,10,None,No damage,3/20/2006,Taxi,Some Cloud,0,0,FLOCK OF CATTLE EGRETS FLEW IN FRONT OF A/C. WHILE ON TAXI TO RAMP. NO DMG REPTD BY PILOT.,298,1,0,0
237918,0,2,None,No damage,3/20/2006,Approach,Overcast,0,0,HIT 2 GEESE AT 10-20 FEET IN LDG FLARE. HIT L SIDE TE FLAP BTWN FUSELAGE AND MAIN GEAR. MX INSPN. NO DMG. ID BY WS BIOL.,11,0,0,0
236920,0,8,None,No damage,3/24/2006,Landing Roll,Some Cloud,0,0,"CAPT REPTD STRIKING 2-3 GULLS UPON LDG. VISUAL INSPN FOUND GULLS WERE INGESTED. BORESCOPED WILL BE DONE IN HOUSTON. ID BY SMITHSONIAN, FAA 1401. FAA FORM 5200-7 GIVEN TO CAPT",21,0,0,0
239887,0,6,None,No damage,3/28/2006,Take-off run,Overcast,0,0,HIT SEVERAL SML BIRDS. NO DMG. CONTD ON FLT. NO REMAINS FOUND.,5,0,0,0
233588,1,2,Other,Cause damage,3/28/2006,Approach,No Cloud,0,0,"DARK, CLEAR NIGHT. 5 NM OUT CO/P & I SAW ABOUT 6 BIRDS/GEESE SLIGHTLY LEFT AND BELOW NOSE. ABOUT 1-2 SECONDS LATER FELT A SLIGHT THUMP FOLLOWED BY RT ENG EGT RISE OF 20-30 DEGREES C. ENG STABILIZED WITH NO FURTHER PROBLEMS. UNKN IF DMG.",0,0,0,0
245272,1,9,Engine Shut Down,Cause damage,3/29/2006,Approach,Some Cloud,0,0,"FINAL APCH. ENGINE FAILED. 100% THRUST LOSS. A/C DECLARED IN FLIGHT EMERGENCY. LANDED W/O INCIDENT. FIRE EQUIPMENT RESPONDED AND INSPCTD ENG ON RAMP PRIOR TO PLANE PROCEEDING TO GATE. ID BY SMITHSONIAN, FAA 1406. (PILOT THOUGHT BIRDS MIGHT BE SNOW GEESE)",778,0,0,0
240105,1,8,None,No damage,3/30/2006,Descent,No Cloud,0,0,BIRD REMAINS ON RADOME AND L WING ROOT. NO DMG.,5,0,0,0
238195,0,9,None,No damage,3/31/2006,Landing Roll,Overcast,0,0,HIT 2 GULLS. NO DMG TO A/C. ID BY WILDLF BIOL,1715,0,0,0
236910,0,9,None,No damage,4/1/2006,Climb,No Cloud,0,0,,5,0,0,0
238424,0,9,None,No damage,4/4/2006,Approach,Overcast,0,0,PIGEONS/GULLS? NO NOTICEABLE DMG,0,0,0,0
239585,0,7,None,No damage,4/4/2006,Climb,No Cloud,0,0,"ATIS STD WARNING. GAVE PIREP TO TWR. NO DMG. BIRDS REPTD AS WHITE CRANES. (ASSUME HERONS).J ACEVEDO SAID THEY COULD HAVE BEEN IBIS OR WOOD STORKS. VERY FEW EGRETS, IF ANY THIS TIME OF YEAR. NEITHER AIRLINE NOR TOWER NOTIFIED  OPS.",0,1,0,0
236311,0,5,None,No damage,4/4/2006,Approach,Overcast,0,0,"PILOT REPTD HITTING BIRDS AT THE 3,000 FT MARKER ON 18L. NO REMAINS FOUND. HE SAID HE HEARD THEM AND FELT THEM ON HIS FEET. HE ALSO STATED THEY WERE STARLINGS.",2,1,0,0
239018,0,4,None,No damage,4/4/2006,Climb,No Cloud,0,0,,2,0,0,0
238483,0,6,None,No damage,4/11/2006,Landing Roll,Overcast,0,0,BIRDSTRIKE ON LDD ROLLOUT. SEVERAL SML BIRDS (ASSUME 2-10). UNDER RADOME. 1 MAN HR FOR INSPN. (UNKN REPORTER SAID PHASE WAS 100' AGL ON APCH),5,1,81,0
237809,0,10,None,No damage,4/15/2006,Take-off run,Some Cloud,0,0,"SAW 2 GEESE AT ROTATION ON RWY CENTERLINE. THEY TRIED TO FLY AWAY BUT WENT UNDER THE A/C. STRIKE NOT DISCERNABLE FROM COCKPIT. I ADZ TWR OF POSSIBLE STRIKE. REMAINS OF 1 BIRD FOUND ON RWY, OTHER BIRD REMAINS FOUND ON PORT MAIN LDG GEAR DURING POST FLT.  (",11,0,0,0
242337,0,9,Precautionary Landing,Cause damage,4/15/2006,Take-off run,No Cloud,0,0,"JUST AFTER T/O SUSTAINED MULTIPLE BIRDSTRIKES ALONG L SIDE OF A/C. JUST UNDER CAPT'S WINDSCREEN. THE N1, ITT AND VIB INDICATIONS SHOWED FLUCTUATIONS ALONG WITH THE SMELL OF BURNED FLESH. AN EMERGENCY WAS DECLARED. A/C LANDED SAFELY. BIRD INGESTED IN L ENG",679,1,81037,0
239739,0,2,Other,No damage,4/17/2006,Approach,No Cloud,0,0,HIT BIRD ON SHORT FINAL GOT UNSAFE GEAR INDICATION AND WENT AROUND.,75,1,0,0
240809,0,2,None,No damage,4/19/2006,Approach,Some Cloud,0,0,"BIRDS SEEN ON RWY DURING LDG FLARE. THEY FLEW OFF. ONE HIT OUR NOSE. SML BLOOD STAIN, NO DMG. TIME OUT OF SERVICE 0.2 HRS.",1725,1,0,0
239109,0,6,None,No damage,4/19/2006,Take-off run,Some Cloud,0,0,SML BIRD HIT BELOW CO/P'S WINDOW ON T/O ROLL. EVENT 8322. MX INSPN.,5,0,0,0
242153,1,3,None,No damage,4/21/2006,Climb,Some Cloud,0,0,"15 MI NW OF JAX. ALT REPTD AS MSL, SHOULD BE CLOSE ALTITUDE.",0,0,0,0
239472,0,5,None,No damage,4/24/2006,Take-off run,Some Cloud,0,0,"2 HERRING GULLS FOUND AT 7000' MARK, 1 ON EACH SIDE OF RWY.",59,0,0,0
235144,0,2,None,Cause damage,4/25/2006,Climb,No Cloud,0,0,"BIRD SEEN ON RWY JUST PRIOR TO ROTATION. BIRD TOOK OFF JUST PRIOR TO A/C PASSING OVERHEAD. HIT L MAIN LDG GEAR BTWN TIRES. FLT CREW UNAWARE OF IMPACT UNTIL ARRIVAL AT DESTINATION. BIRD WAS FOUND LODGED IN LDG GEAR. FWD BRAKE LINES WERE BROKEN BY IMPACT, B",310,0,20821,0
237468,0,10,None,No damage,4/26/2006,Take-off run,No Cloud,0,0,"ID BY SMITHSONIAN, FAA 1424",1730,1,0,0
236661,0,3,None,No damage,4/29/2006,Landing Roll,Overcast,0,0,LOOKED LIKE SWALLOWS. NO DMG. 4 CARCASSES FOUND ON RWY. BIRDS LIFTED FROM RWY AS A/C APCHD. ID BY AVIAN SPECIALIST. BIRDS ARE NOT INDIGENOUS TO THE AREA. 2 HITS ON FUSELAGE AND 1 ON ENG COWLING.,1731,0,0,0
239161,0,7,None,No damage,4/30/2006,Landing Roll,Overcast,0,0,REMAINS FOUND ON RWY. ID BY WS BIOL.,634,0,0,0
238917,0,3,None,No damage,5/1/2006,Approach,Some Cloud,0,0,HIT F/O'S WINDSHLD.,2,0,0,0
239687,0,8,None,No damage,5/2/2006,Approach,No Cloud,0,0,"ON SHORT FINAL FOR DAL ILS 13R APCH, WE SAW SEVERAL SML BIRDS IN OUR FLT PATH AS WE PASSED 150 FT AGL. AT LEAST 1 HIT RT SIDE OF A/C. OTHER THAN HEARING A THUMP, WE NOTICED NO OTHER ABNORMALITIES. FLT CONTD LANDING UNEVENTFULLY. MX INSPN. FOUND EVIDENCE O",5,0,0,0
238715,0,5,None,No damage,5/3/2006,Landing Roll,No Cloud,0,0,REPILOT REPTD 2 BIRDS SEEN. AT LEAST 1 HIT. LIKELY SPARROW OR SWALLOW. HIT F/O STATIC PORT. 1 MAN HR FOR INSPN.,5,1,0,0
239312,1,9,None,No damage,5/3/2006,Approach,No Cloud,0,0,"AFTER BLOCK IN, CAPT REPTD BIRDSTRIKE ON CAPT'S WINDSHLD TO MX . HE ALSO SAID HE MAY HVE HIT MORE THAN 1 BIRD. MX FOUND STIRKE ON WINDSHDL AND ALSO 2ND STRIKE THRU CORE OF L ENG. A/C IS OUT OF SVC FOR INSPN. ENG WAS BORESCOPED. CLEANED WINDOW.  EVENT REPT",0,0,0,0
238363,0,4,None,No damage,5/6/2006,Approach,Overcast,0,0,BIRDS WERE HIT ON SHORT FINAL. OUT FLT PATH APPEARED TO BE GOING BELOW THEM WHEN 1 BEGAN DIVING OUT OF THE GROUP OF 5-6 BIRDS. THE BIRD HIT DEAD CENTER BTWN PILOTS' WINDSCREENS. AFTER LDG WE FOUND ANOTHER PART OF A BIRD HANGING FROM THE L WING TIP.  STRIK,1737,0,0,0
240934,0,8,None,No damage,5/12/2006,Landing Roll,Some Cloud,0,0,POSSIBLY A MEADOWLARK. MX INSPN. TIME OUT OF SERVICE ABOUT 20 MINUTES. FLT # REPTD AS 232 & 6543,5,0,0,0
242291,0,6,None,Cause damage,5/12/2006,Climb,Overcast,0,0,ATIS WARNING. MKE MX INSPN FOUND RT SIDE LDG LIGHT LAMP BROKEN.,5,1,0,0
238456,0,5,None,No damage,5/13/2006,Approach,Some Cloud,0,0,UNKN IF ENG DMG. WILL BE BORESCOPED.,2,0,0,0
247234,0,5,None,No damage,5/15/2006,Approach,Some Cloud,0,0,WARNING WAS STANDING NOTAM. NO REMAINS FOUND. A/C WAS 900' S OF 1R THRESHOLD.,0,1,0,0
240274,0,4,None,No damage,5/15/2006,Approach,Overcast,0,0,MULTIPLE BIRDSTRIKE ON FINAL. NO DMG. REMAINS ID BY WS BIOL. 4 CARCASSES FOUND.,59,0,0,0
243343,0,2,Precautionary Landing,Cause damage,5/19/2006,Climb,Some Cloud,0,0,INGESTED BIRDS ON CLIMB. A/C MADE PREC LDG. ARFF RESPONDED. A/C TAXIED TO RAMP W/O INCIDENT. 2+ BLADES WERE BENT AND 1 OR 2 WERE MISSING.,31,0,0,0
239216,0,5,None,No damage,5/21/2006,Take-off run,No Cloud,0,0,SAW A FLASH IN THE LIGHTS. HEARD 2 THUMPS. NO DMG NOTED.,5,0,0,0
239771,0,2,None,No damage,5/23/2006,Take-off run,Overcast,0,0,"3 BIRDS STRUCK, 2 PLOVERS AND 1 DUNLIN WHICH EVENTUALLY FLEW OFF.(DATA ENTRY NOTE:  A/C REPTD AS CESSNA NAVAJO SHOULD BE C-185)",404,0,0,0
236200,0,6,None,No damage,5/24/2006,Landing Roll,Overcast,0,0,NO REPT OF DMG. BIRDS REPTD AS GEESE AND MALLARD.,31,1,0,0
235649,0,2,Engine Shut Down,Cause damage,5/26/2006,Approach,Some Cloud,0,0,"ID BY SMITHSONIAN, FAA 1462",1,0,28522,0
241442,1,5,None,Cause damage,5/26/2006,Approach,Some Cloud,0,0,"ARFF STANDING BY. WINDSHLD DAMAGED. BLOOD SAMPLE COLLECTED. 4 -6 BIRDS  WERE STRUCK. ID BY SMITHSONIAN, FAA 1484. 100% DNA MATCH.",1748,0,0,0
239745,0,8,None,No damage,5/26/2006,Approach,Overcast,0,0,MX INSPN AND CLEANED. EVENT 8580,0,0,0,0
241738,0,5,None,No damage,5/27/2006,Take-off run,Some Cloud,0,0,"# STRUCK NOT REPTD, ASSUME 2-10 SAME AS # SEEN.",624,1,0,0
241395,0,6,None,No damage,5/29/2006,Landing Roll,No Cloud,0,0,,5,0,0,0
235922,0,10,None,No damage,5/30/2006,Approach,No Cloud,0,0,,5,0,0,0
241984,0,2,None,No damage,6/2/2006,Take-off run,No Cloud,0,0,HIT 2 SML BIRDS AT ROTATION. NO DMG REPTD.,5,0,0,0
239290,0,6,None,No damage,6/3/2006,Climb,No Cloud,0,0,"NO DMG. RWY REPTD AS 4, DID NOT SAY L OR R",5,0,0,0
241643,0,5,None,No damage,6/8/2006,Landing Roll,No Cloud,0,0,2 STARLINGS FOUND ON RWY DURING POST STRIKE INSPN.,2,1,0,0
242864,0,3,None,Cause damage,6/8/2006,Landing Roll,Overcast,0,0,"# STRUCK NOT REPTD, ASSUME SAME AS # SEEN.",2,1,0,0
239879,0,4,None,No damage,6/11/2006,Climb,Overcast,0,0,ATIS WARNING. CAPT RETPD STRIKE ON ROTATION. NO BIRDS FOUND.,5,1,0,0
239181,0,7,None,No damage,6/12/2006,Landing Roll,Some Cloud,0,0,"# STRUCK NOT REPTD, ASSUME 2-10, SAME AS # SEEN",5,0,0,0
240611,0,8,None,No damage,6/12/2006,Landing Roll,Some Cloud,0,0,1 PIGEON AND 1 SWAINSON'S THRUSH. HIT NOSE CONE.,1,0,0,0
203666,0,7,None,No damage,6/13/2006,Approach,Some Cloud,0,0,"NO DMG. TIME REPTD AS 1205 PDT AND 1905 LOCAL TIME. (ASSUME 1905 WAS ZULU TIME, NOT LOCAL).  SHORT FINAL.",0,1,0,0
235945,0,10,None,No damage,6/14/2006,Landing Roll,Some Cloud,0,0,MX REPTD NO DMG,5,0,0,0
